Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734215966.054785,70.72,133.54,126.2,84.43,20.77,5.8
1734215966.178255,71.34,135.66,128.35,85.63,20.669999999999998,5.8
1734215966.305398,71.47,137.41,130.41,86.21,20.669999999999998,5.8
1734215966.4283557,71.6,137.67,130.62,86.3,20.669999999999998,5.8
1734215966.5555358,71.76,137.97,132.07,87.36,20.57,5.8
1734215966.6774912,71.85,139.83,134.23,88.0,20.669999999999998,5.8
1734215966.804571,72.65,142.31,135.33,88.37,20.77,5.8
1734215966.9274623,72.78,142.62,137.0,89.48,20.77,5.8
1734215967.0545287,72.86,144.51,139.26,90.04,20.77,5.8
1734215967.1777158,73.71,147.17,140.33,90.4,20.77,5.8
1734215967.3045945,73.85,147.46,142.31,91.58,20.479999999999997,5.99
1734215967.4313824,74.1,147.91,142.7,91.73,20.47,5.8
1734215967.5589025,74.2,148.11,142.89,92.57,20.82,5.75
1734215967.6812854,74.33,149.81,145.19,93.25,20.82,5.75
1734215967.8078272,74.49,150.1,145.43,93.32,20.77,5.8
1734215967.9313383,74.63,150.39,145.63,94.4,20.65,5.82
1734215968.057808,74.1,150.02,145.51,93.68,20.65,5.82
1734215968.1853642,74.08,148.32,143.4,93.12,20.65,5.82
1734215968.308346,74.08,148.32,144.87,94.2,20.77,5.8
1734215968.4349458,74.24,148.52,143.72,93.22,20.77,5.8
1734215968.5616148,74.26,146.77,141.57,92.62,20.77,5.8
1734215968.6890452,73.58,144.39,142.5,93.47,20.47,5.8
1734215968.8161902,73.61,144.28,141.02,92.4,20.279999999999998,5.8
1734215968.9386013,73.67,142.66,138.96,92.83,20.24,6.03
1734215969.065698,72.94,141.84,140.14,93.1,20.349999999999998,5.73
1734215969.1881344,72.94,141.8,138.43,91.97,19.990000000000002,5.99
1734215969.3155267,72.82,141.64,138.2,92.93,19.990000000000002,5.99
1734215969.4430037,72.84,143.48,140.37,92.59,20.119999999999997,5.96
1734215969.5650976,72.82,142.07,138.35,91.99,63.82,
1734215969.6918137,72.8,142.07,139.95,93.1,20.349999999999998,5.73
1734215969.819358,72.86,142.19,140.06,92.16,20.349999999999998,5.73
1734215969.9419146,72.84,140.48,137.97,91.66,20.349999999999998,5.73
1734215970.069649,72.86,140.44,139.87,92.35,20.45,5.73
1734215970.1958387,72.88,140.44,138.46,91.3,20.45,5.73
1734215970.318767,72.71,140.21,138.27,92.13,20.189999999999998,5.99
1734215970.4463446,72.73,141.72,140.33,92.69,20.189999999999998,5.99
1734215970.568648,72.73,141.8,138.5,91.56,20.41,5.77
1734215970.6962786,72.69,141.88,138.39,92.57,19.799999999999997,5.99
1734215970.8186047,72.67,143.6,140.52,92.06,20.18,5.8
1734215970.9460783,72.67,142.07,138.5,91.51,20.08,5.8
1734215971.0727766,72.67,142.11,140.06,92.62,20.09,5.8
1734215971.1996975,72.73,142.23,140.21,91.63,19.99,5.8
1734215971.3220823,72.71,140.41,138.05,91.23,19.7,5.8
1734215971.4491289,72.73,140.41,139.98,91.92,19.97,5.73
1734215971.572865,72.73,140.41,138.43,90.85,19.97,5.73
1734215971.6990592,72.67,140.29,138.39,91.75,19.75,5.75
1734215971.825897,72.69,141.84,140.45,92.3,19.77,5.73
1734215971.948726,72.69,141.92,138.54,91.63,19.85,5.75
1734215972.07627,72.67,141.92,138.46,92.64,19.64,5.96
1734215972.199271,72.65,143.64,140.56,92.13,64.79,
1734215972.3266597,72.63,142.11,138.54,91.58,19.66,5.75
1734215972.4534824,72.61,142.11,140.1,92.64,19.46,5.75
1734215972.5797875,72.67,142.23,140.25,91.63,19.37,5.75
1734215972.7030785,72.65,140.44,138.09,91.2,19.27,5.75
1734215972.830258,72.67,140.41,139.98,91.89,18.939999999999998,5.99
1734215972.9528456,72.69,140.41,138.43,90.82,18.53,6.2
1734215973.080089,72.63,140.29,138.39,91.7,65.27,
1734215973.206599,72.65,141.88,140.45,92.21,18.91,5.73
1734215973.3295124,72.65,141.95,138.54,91.49,18.91,5.73
1734215973.4568226,72.65,141.95,138.43,92.5,18.77,5.96
1734215973.579401,72.63,143.68,140.52,91.99,18.48,5.96
1734215973.7063775,72.63,142.15,138.5,91.44,18.8,5.73
1734215973.833281,72.61,142.15,140.1,92.52,18.43,6.01
1734215973.9607425,72.67,142.27,140.25,91.51,18.35,6.2
1734215974.0827937,72.65,140.48,138.09,91.08,18.240000000000002,6.2
1734215974.210252,72.67,140.44,139.98,91.77,18.240000000000002,6.2
1734215974.3331711,72.71,140.44,138.46,90.73,18.240000000000002,6.2
1734215974.4599617,72.65,140.33,138.43,91.63,65.75,
1734215974.5872846,72.67,141.88,140.48,92.18,18.52,5.73
1734215974.7094457,72.67,141.95,138.58,91.49,65.84,
1734215974.8370175,72.65,141.95,138.5,92.5,65.84,
1734215974.959391,72.63,143.72,140.6,92.01,65.75,
1734215975.086993,72.63,142.15,138.58,91.49,18.2,5.96
1734215975.2133737,72.61,142.15,140.14,92.59,18.2,5.96
1734215975.3402543,72.67,142.27,140.29,91.58,65.84,
1734215975.4632502,72.65,140.48,138.12,91.13,18.29,5.96
1734215975.5908127,72.65,140.44,140.02,91.82,18.29,5.96
1734215975.7136989,72.69,140.44,138.46,90.75,65.84,
1734215975.8403945,72.63,140.37,138.43,91.66,65.84,
1734215975.967243,72.65,141.95,140.48,92.18,18.2,5.96
1734215976.0904126,72.65,142.03,138.58,91.49,18.2,5.96
1734215976.2174702,72.63,142.03,138.46,92.5,18.2,5.96
1734215976.3442447,72.61,143.88,140.56,92.11,18.2,5.96
1734215976.470867,73.34,143.8,139.3,91.82,18.2,5.96
1734215976.5983589,73.34,143.8,141.14,92.98,18.2,5.96
1734215976.7250628,73.36,143.84,141.26,91.97,17.919999999999998,5.96
1734215976.8524022,73.4,142.15,139.07,92.54,66.12,
1734215976.9793172,73.38,143.84,141.14,93.15,66.12,
1734215977.1059997,74.1,146.2,140.37,92.35,66.23,
1734215977.2332375,74.04,146.08,142.07,93.47,66.23,
1734215977.359753,74.1,146.12,142.15,93.49,66.32,
1734215977.4868538,74.14,146.28,140.25,93.78,17.45,6.03
1734215977.6134005,74.08,147.83,142.27,94.45,17.45,6.03
1734215977.7412374,74.77,150.14,143.17,93.81,17.45,6.03
1734215977.867818,74.79,148.56,142.74,94.4,17.45,6.03
1734215977.9950688,74.83,148.61,142.81,94.4,17.45,6.03
1734215978.1220667,74.84,148.69,142.97,94.3,17.47,6.01
1734215978.2484653,74.82,148.11,142.78,94.94,17.58,6.01
1734215978.3761635,74.77,148.94,143.01,94.99,17.189999999999998,6.01
1734215978.5026286,74.77,148.98,142.7,94.91,17.189999999999998,6.01
1734215978.6299558,74.69,150.77,144.83,95.36,17.63,5.96
1734215978.7564232,74.71,150.81,144.95,95.21,17.439999999999998,5.96
1734215978.8837693,74.73,150.56,144.83,95.81,17.439999999999998,5.96
1734215979.0109808,74.65,150.39,145.03,95.86,17.45,5.75
1734215979.1372302,74.65,150.43,144.51,95.79,66.8,
1734215979.2642248,74.61,152.46,146.72,96.34,17.369999999999997,6.03
1734215979.3913686,75.32,153.91,147.5,95.59,17.369999999999997,6.03
1734215979.5184872,75.36,152.2,147.29,96.09,17.599999999999998,5.8
1734215979.645229,74.69,149.85,146.36,95.79,17.4,5.8
1734215979.7721186,74.71,149.89,144.63,95.71,17.08,6.03
1734215979.899131,74.63,151.61,146.72,96.31,66.69,
1734215980.0266373,75.32,153.96,147.5,95.64,17.24,5.96
1734215980.153675,75.36,152.59,147.29,95.59,17.24,5.96
1734215980.2806528,74.73,150.18,146.28,95.29,66.8,
1734215980.407223,74.75,150.22,144.71,95.19,16.990000000000002,6.01
1734215980.533944,74.77,149.97,144.63,95.39,16.910000000000004,6.01
1734215980.6612608,75.42,152.25,145.51,94.74,17.06,5.77
1734215980.7885523,75.44,150.77,145.19,94.67,16.87,5.77
1734215980.9152198,74.84,148.52,144.24,94.35,16.630000000000003,6.01
1734215981.0419965,74.86,148.61,143.05,94.25,16.16,6.2
1734215981.1688557,74.86,148.07,142.89,94.89,16.080000000000002,6.2
1734215981.2962186,74.81,148.89,143.13,94.96,16.18,6.18
1734215981.423269,74.81,149.02,142.81,94.89,16.18,6.18
1734215981.5504377,74.73,150.81,144.95,95.34,15.879999999999999,6.2
1734215981.677217,74.75,150.85,145.03,95.21,67.76,
1734215981.8040895,74.77,150.64,144.95,95.81,67.84,
1734215981.9312005,74.69,150.56,145.27,95.86,67.84,
1734215982.0582411,74.71,150.6,144.75,95.79,67.76,
1734215982.1850877,74.67,152.67,146.97,96.36,67.84,
1734215982.3077283,75.38,154.13,147.74,95.61,15.629999999999999,6.25
1734215982.4388523,75.42,152.5,147.54,96.14,68.12,
1734215982.5652618,74.75,150.14,146.6,95.89,15.55,6.41
1734215982.6927862,74.77,150.18,144.87,95.81,15.75,6.41
1734215982.8197827,74.69,151.91,146.97,96.41,15.740000000000002,6.22
1734215982.9427109,75.38,154.35,147.74,95.71,15.740000000000002,6.22
1734215983.0739405,75.4,152.93,147.5,95.66,15.86,6.18
1734215983.200205,74.77,150.56,146.52,95.34,15.68,6.2
1734215983.3272088,74.81,150.64,144.95,95.24,68.2,
1734215983.4540591,74.84,150.43,144.91,95.49,68.24,
1734215983.577222,75.52,152.71,145.84,94.86,15.3,6.18
1734215983.7082078,75.54,151.19,145.47,94.82,68.59,
1734215983.8352232,74.96,148.98,144.4,94.49,68.72,
1734215983.962787,74.98,149.02,143.21,94.4,14.830000000000002,6.18
1734215984.0890465,74.96,148.44,143.05,95.01,14.899999999999999,6.18
1734215984.2127173,74.9,149.27,143.29,95.06,14.899999999999999,6.18
1734215984.3396618,74.92,149.35,143.01,94.99,14.899999999999999,6.18
1734215984.470591,74.84,151.19,145.19,95.46,14.629999999999999,6.18
1734215984.5972288,74.86,151.23,145.31,95.34,69.19,
1734215984.7240696,74.9,151.02,145.23,95.89,14.869999999999997,5.94
1734215984.847208,74.84,150.85,145.51,95.96,14.79,5.94
1734215984.97444,74.86,150.89,144.99,95.89,14.869999999999997,5.94
1734215985.101199,74.81,152.93,147.21,96.46,14.55,6.18
1734215985.228201,75.52,154.35,147.99,95.71,14.629999999999999,6.18
1734215985.354828,75.54,152.67,147.78,96.19,69.47,
1734215985.482154,74.84,150.35,146.89,95.89,69.27,
1734215985.6093469,74.88,150.43,145.19,95.81,69.47,
1734215985.7361991,74.81,152.16,147.34,96.41,69.47,
1734215985.8629398,75.5,154.65,148.15,95.71,69.54,
